ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	is_neuronal_term
GO:0007389	pattern specification process	493	0.651712773924933	1.88142988520217	5.40727603704133e-45	2.79556171115037e-41	2.17884764945202e-41	2456	tags=38%, list=11%, signal=35%	23967/21375/12020/12022/73191/18741/54713/17701/15376/15205/20471/18530/18423/21815/16372/14313/15229/12159/13392/13798/15404/18424/15375/17300/16870/15438/15433/16371/15427/13390/14843/21385/18088/15396/15426/14367/13654/13172/15432/15424/226049/15425/16373/21418/15111/18187/16814/13797/15431/15213/209448/15405/12622/15395/15402/15430/59058/109663/15437/11694/66042/21869/14836/240590/20423/20473/18095/320145/20893/15434/24063/242620/11819/15399/16658/22773/13865/15400/14179/21380/232174/18121/13614/22408/15403/55927/15436/66993/241324/15285/19434/15423/11838/15110/16147/20472/20465/13796/12151/79362/54485/18508/16871/14573/22418/11695/15401/22420/14463/17172/14234/12156/14766/14472/14451/53883/15414/15207/18091/15206/17292/13590/15415/21386/13388/14164/14296/110796/15228/71870/22411/15227/107586/13813/12705/17684/67122/15413/16869/84653/15416/20855/14632/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/16917/24087/21407/12591/382089/106042/73916/170765/15208/24113/18119/17878/13082/68922/24136/20664/15417/13641/20613/15223/14609/22422/14048/72475/56184/14042/78405/433809/12227/16392/24117/216285/20890/19206/69327	FALSE
GO:0003002	regionalization	451	0.659601596260204	1.90217433527258	3.12340459481149e-44	8.07400087758769e-41	6.29283830996756e-41	2456	tags=39%, list=11%, signal=35%	23967/21375/12020/12022/73191/18741/54713/17701/15376/15205/20471/18530/18423/21815/16372/15229/12159/13392/13798/15404/18424/15375/17300/16870/15438/15433/16371/15427/13390/14843/21385/18088/15396/15426/14367/13654/13172/15424/226049/15425/16373/15111/18187/16814/13797/15431/15213/209448/15405/12622/15395/15402/15430/59058/109663/15437/66042/21869/14836/240590/20423/20473/18095/320145/20893/15434/24063/242620/11819/15399/16658/22773/13865/15400/14179/21380/232174/18121/13614/22408/15403/55927/15436/66993/241324/15285/15423/11838/15110/16147/20472/13796/12151/79362/54485/18508/16871/14573/22418/11695/15401/14463/17172/14234/12156/14766/14472/14451/53883/15414/15207/18091/15206/17292/13590/15415/21386/13388/14164/110796/15228/71870/22411/15227/107586/13813/17684/67122/15413/16869/84653/15416/14632/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/16917/24087/21407/12591/382089/106042/73916/15208/24113/18119/17878/13082/68922/24136/20664/15417/20613/15223/14609/22422/72475/56184/14042/78405/433809/12227/16392/24117/216285/20890/19206/69327	FALSE
GO:0045165	cell fate commitment	299	0.672615270348427	1.92301307229309	2.25541814921903e-32	3.88683727715412e-29	3.02938269305629e-29	3326	tags=50%, list=15%, signal=43%	11921/21375/54713/15376/15205/20471/238057/15902/12159/13392/11924/18424/15375/20674/18996/104360/15398/24064/11878/13390/14843/21385/260298/14462/18088/50913/15396/13172/18992/14461/16814/16911/209448/18740/27140/15430/59058/66042/13363/21869/14836/240590/20423/14842/14369/242620/11819/15399/14179/21380/232174/13614/22408/21907/15285/22409/15110/16147/20472/14581/54485/20682/18508/16871/232077/22418/20672/104382/50914/16874/22420/14463/17172/94222/14234/12156/17927/14451/21349/383491/93735/22410/18091/17292/21908/21386/13388/83430/20681/15228/22411/14465/13813/14184/74561/22417/19374/14633/20671/69743/103551/58208/14912/53404/19213/22431/18014/18028/15214/225631/23966/18205/15208/18119/74748/19401/20664/22422/21387/14048/12142/140489/17933/13592/14042/78405/16450/16392/15379/12367/17125/20890/19206/21420/16542/231044/30051/16193/18027/545261/13380/13869/18505/12667/16196/14432/69952/12043/230587/13819	FALSE
GO:0048562	embryonic organ morphogenesis	332	0.651144306438189	1.86586719856039	3.25811850797921e-30	4.21111817156313e-27	3.28212569698538e-27	2596	tags=39%, list=12%, signal=35%	107587/11921/20429/23967/18109/12020/13395/15284/18741/17701/15205/20471/18423/15902/12159/13392/13396/15404/18424/20674/17869/18998/15438/111970/24064/15427/21385/14462/15396/14367/22160/14461/21418/15111/16814/110805/15431/15405/54352/15402/26927/15430/20666/109663/11694/14836/20423/21412/20473/15434/15399/16658/22773/15400/14179/21380/18121/13614/15372/22408/15436/241324/15423/18595/15110/16147/20472/12151/14581/20682/18508/15373/22418/11695/15401/14463/14234/14472/14451/667663/15414/17150/18091/17292/15415/20897/18507/21386/13388/110796/15228/14238/22411/15227/107586/17684/15413/16869/12824/15416/14632/14633/21393/20671/15394/16470/12627/18014/57265/73916/24113/15586/18119/73750/18124/15417/20474/13636/14609/18994/14048/19712/433809/97031/216285/68588/16206/60613/103889/14180/17387	FALSE
GO:0009952	anterior/posterior pattern specification	239	0.693136541033409	1.96590431414276	1.98789674615005e-29	2.05548523551916e-26	1.60203552510787e-26	2113	tags=43%, list=10%, signal=39%	23967/12022/73191/54713/17701/15376/15205/18530/18423/12159/13798/15404/18424/17300/15438/15433/15427/15396/15426/14367/15424/226049/15425/13797/15431/15213/209448/15405/12622/15395/15402/15430/109663/15437/20423/20473/18095/20893/15434/11819/15399/22773/15400/14179/21380/18121/22408/15403/55927/15436/241324/15423/11838/20472/12151/79362/18508/22418/11695/15401/14463/14234/12156/14472/53883/15414/15207/15206/17292/13590/15415/21386/13388/110796/15227/67122/15413/16869/84653/15416/14633/21393/20671/16848/15422/15394/12627/22431/18014/12592/15214/21407/12591/382089/106042/15208/18119/17878/13082/24136/15417/72475/56184	FALSE
GO:0030900	forebrain development	406	0.606301721075767	1.74439011454872	5.87709852236335e-27	5.06409989343642e-24	3.94693563922928e-24	3147	tags=35%, list=15%, signal=30%	11921/18420/21375/13395/73191/18741/54713/17701/15205/18092/238057/18423/15902/12159/13392/11924/73710/230025/18424/75409/20674/16870/18996/11878/13390/14843/18993/50913/12767/18992/14461/21418/18187/13797/18740/59058/18227/77630/21869/14836/20423/20473/14842/242620/11819/22773/13865/14179/18072/18121/11925/22408/21907/19434/13796/15904/16873/18508/16871/22418/244152/16874/17172/12140/12156/14766/14472/13555/20689/16323/13167/22151/13845/12032/18507/21386/20315/13488/15228/269295/13813/14184/22417/243743/16869/20675/11922/14632/16565/14633/214593/65100/15364/58208/16875/64704/668158/18014/18028/20287/58198/18844/16975/21960/12570/15208/24113/18124/24136/668303/11826/20664/20562/20511/22422/18994/14042/70762/12227/22174/98660/228662/16392/17242/18795/12569/21420/20356/16485/14602/20807/22062/18991/13175/69601/14360/233552/170758/13380/13869/11682/12667	FALSE
GO:0048663	neuron fate commitment	89	0.789295646979261	2.15912901297548	1.29504944688956e-22	9.56486520059862e-20	7.45481095141841e-20	2187	tags=66%, list=10%, signal=60%	11921/21375/54713/15376/20471/15902/12159/13392/18424/15375/20674/18996/104360/13390/14843/260298/18088/50913/13172/18992/14461/16814/16911/209448/27140/15430/59058/21869/240590/20423/14842/242620/21380/22408/15285/16147/54485/20682/18508/16871/50914/16874/17172/94222/13388/15228/14633/69743/103551/58208/14912/53404/19213/18028/20664/14048/140489/17933/16450	TRUE
GO:0045664	regulation of neuron differentiation	238	0.643410675698657	1.82498112201555	2.31855525373347e-20	1.49836633272525e-17	1.16781967253838e-17	3240	tags=42%, list=15%, signal=36%	11921/18109/73191/54713/15376/15205/20471/238057/21815/15902/18935/12159/13392/11924/723950/15375/20674/18997/104360/13390/18088/50913/216233/223227/16373/14461/21418/16814/15213/242316/27140/20666/12484/20423/18096/20473/15434/15399/11925/21907/13638/15904/11553/20682/18508/240843/243547/80857/16918/17172/12156/11552/12064/114712/15207/18091/13388/20681/20315/15228/14184/213696/15353/14633/69743/58208/114606/18014/58198/15214/18049/100043902/18205/15208/227292/19401/16449/14048/14025/216858/19712/78405/16392/387609/17005/17965/12053/16193/22062/233552/18053/170758/104156/13380/11682/269784/12389/69952/12043	TRUE
GO:0048706	embryonic skeletal system development	146	0.703402498452616	1.96149888292744	3.25375196951729e-20	1.86909974248938e-17	1.45676754845757e-17	2165	tags=45%, list=10%, signal=41%	107587/20429/23967/18109/12020/20471/12159/13392/15404/15438/111970/15427/13390/15396/15424/226049/22160/15425/21418/15111/15431/15405/54352/15402/15430/20666/109663/11694/14836/20423/15434/15399/15400/14179/21380/18121/15403/15436/15423/18595/16147/20472/12151/22418/11695/15401/14234/15429/14451/15414/15415/18507/15413/16869/12824/15416/15394/15586/18119/68527/20289/15417/20474/14048/13386/14042	FALSE
GO:0060537	muscle tissue development	486	0.554115239741351	1.59858800794657	6.69627512180999e-20	3.46197423797577e-17	2.6982464385567e-17	4995	tags=44%, list=23%, signal=35%	20429/23967/15284/18741/20471/18092/15902/18935/12159/17300/791364/18996/17869/15438/22326/21385/13654/22160/13008/16373/15111/11555/15213/26927/18740/15430/20666/13609/17069/20423/21412/17681/14369/14281/242620/11819/11554/22773/14179/12390/21380/232174/329828/18121/13614/108000/18595/15110/16147/215031/54485/60406/20682/75805/13653/19735/22418/237560/13642/80857/12632/16523/14463/14234/12156/17927/12064/22410/18091/17292/20897/18507/21386/13388/20681/14164/22437/13511/14465/17131/13813/17684/241593/225115/19736/15353/56233/12444/228785/14632/231602/13857/21393/14733/16011/11910/14284/11459/22431/22402/15485/15214/24087/22761/106042/17700/23966/17878/20289/19401/24053/12224/20181/20474/21419/14609/14048/77446/12227/12292/16392/117606/17125/19094/11549/17898/17868/14775/14180/22339/16514/17691/20807/15370/22062/26903/20541/64082/80288/17133/545261/54720/17928/13380/18858/13869/18505/65256/12389/22601/16002/12823/12043/666794/14106/268697/72330/11739/11435/53376/217082/353326/12922/16526/243853/17996/21956/22003/76365/99929/15982/17168/208258/14613/218772/74103/30953/11606/14174/11865/21954/319757/16656/17260/21812/329278/23892/17907/56642/228788/15530/11464/232334/19017/17897/18032/12391/13009/53321/19130/18128/109620/13007/21952/24051/18596/56449/12534/20997/56758/14464/19664/208727/225288/108655	FALSE
