task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	d8/518c53	52134884	fastp (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	FAILED	137	2026-07-15 20:48:52.269	2h 19m 33s	2h 18m 45s	-	-	-	-	-
6	1f/0a8ca7	52134885	fastp (260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7)	FAILED	137	2026-07-15 20:48:52.643	2h 22m 17s	2h 21m 30s	-	-	-	-	-
5	e1/523b65	52134883	fastp (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	FAILED	137	2026-07-15 20:48:51.628	2h 31m 33s	2h 30m 45s	-	-	-	-	-
4	08/7326df	52134882	fastp (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	FAILED	137	2026-07-15 20:48:51.426	2h 31m 49s	2h 31m	-	-	-	-	-
8	41/f7a775	52134889	fastp (260629_Emseq_LV_index_H1_Bap1_Math1_adult_mut_F1_S4)	FAILED	137	2026-07-15 20:48:53.820	2h 36m 46s	2h 36m	-	-	-	-	-
1	14/a5e73b	52134888	fastp (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	FAILED	137	2026-07-15 20:48:53.271	2h 37m 47s	2h 37m	-	-	-	-	-
7	63/3eb0de	52134887	fastp (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	FAILED	137	2026-07-15 20:48:52.982	2h 40m 47s	2h 40m	-	-	-	-	-
3	85/b0a8f4	52134886	fastp (260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6)	FAILED	137	2026-07-15 20:48:52.828	2h 44m 32s	2h 43m 45s	-	-	-	-	-
9	55/68f526	52136238	fastp (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-15 23:08:25.358	2h 33m 30s	2h 33m 16s	115.7%	17.4 GB	17.6 GB	391.2 GB	387 GB
51	16/df2cbb	52136894	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.035	5m 14s	4m 33s	1151.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
47	18/11002f	52136895	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.162	5m 14s	4m 29s	1187.3%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
38	23/952314	52136901	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:27.189	5m 13s	4m 31s	1188.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
73	98/c531ca	52136912	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.060	5m 11s	4m 26s	1184.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
66	b7/682c2c	52136913	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.174	5m 11s	4m 29s	1184.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
72	a9/44e39a	52136914	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.290	5m 11s	4m 31s	1161.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
32	53/0affaa	52136916	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.494	5m 11s	4m 28s	1186.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
26	c7/ec89ed	52136917	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.580	5m 11s	4m 36s	1187.2%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
68	89/816909	52136933	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.507	5m 9s	4m 24s	1194.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
52	f2/43a8aa	52136934	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.625	5m 9s	4m 31s	1172.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
81	19/4263fe	52136935	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.748	5m 8s	4m 28s	1191.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
33	d0/5094ff	52136936	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.831	5m 8s	4m 29s	1191.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
31	fa/e520e8	52136911	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.974	5m 26s	4m 37s	1200.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
24	a9/4cb652	52136920	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.866	5m 25s	4m 49s	1168.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
46	a9/32ca3a	52136922	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.050	5m 25s	4m 46s	1187.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
69	a6/ef4662	52136925	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.366	5m 25s	4m 41s	1177.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
45	66/c28710	52136929	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.135	5m 24s	4m 45s	1182.0%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
28	51/4dbc9f	52136927	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.712	5m 24s	4m 49s	1164.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
63	09/55ee29	52136897	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.460	5m 44s	5m 4s	1130.2%	20.3 GB	79.8 GB	19.2 GB	7.8 GB
40	20/dec3a0	52136902	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:27.458	5m 43s	4m 54s	1156.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
25	f1/09db33	52136904	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:27.872	5m 42s	4m 56s	1137.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
30	47/c33384	52136907	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.514	5m 42s	5m 3s	1162.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
67	a8/5ea3d8	52136923	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.159	5m 40s	4m 56s	1158.6%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
57	d4/bacf99	52136924	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.249	5m 40s	4m 51s	1156.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
50	7f/7829ff	52136928	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.915	5m 39s	4m 58s	1166.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
34	c0/22b99d	52136915	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.408	5m 41s	4m 53s	1126.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
190	88/8089c1	-	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	FAILED	1	-	-	-	-	-	-	-	-
21	0d/dce21f	52136896	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.338	5m 55s	5m 13s	1120.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
79	0a/6df479	52136899	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.711	5m 55s	5m 9s	1148.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
53	20/1d8fcf	52136910	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.873	5m 52s	5m 16s	1184.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
41	d8/ed5274	52136905	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.107	6m 8s	5m 30s	1151.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
83	98/3e5f40	52136906	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.342	6m 8s	5m 23s	1192.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
22	41/37b1b4	52136909	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.754	6m 8s	5m 26s	1181.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
42	17/bf7827	52136900	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.929	6m 9s	5m 27s	1180.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
80	f7/b50cfc	52136919	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.748	6m 7s	5m 30s	1165.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
35	b7/eb2734	52136918	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.664	6m 7s	5m 30s	1146.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
64	86/0bbcf2	52136932	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.417	6m 5s	5m 25s	1172.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
20	ba/b77562	52136931	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.325	6m 5s	5m 29s	1192.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
27	da/13676a	52136930	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:31.234	6m 35s	5m 57s	1184.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
29	fd/5dc09b	52136921	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:29.965	7m 36s	6m 53s	814.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
36	fa/450aaa	52136908	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:28.647	7m 38s	6m 59s	1172.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
44	03/339947	52136898	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:26.583	7m 55s	7m 4s	838.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
71	1e/652018	52136903	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:27.680	7m 54s	7m 16s	835.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
54	ee/756702	52136926	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:47:30.516	7m 51s	7m 16s	844.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
237	59/3a46dc	52136961	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:52:55.577	4m 26s	4m 9s	1289.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
240	88/c0ded9	52136964	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:52:56.372	4m 25s	4m 12s	1273.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
99	e3/aeed35	52136948	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 01:52:40.308	4m 56s	4m 13s	1304.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
