260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456378	310
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456379	418
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456392	25
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456393	4598
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456394	1297
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456396	9
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr1	2795160
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr2	2765956
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr3	2128284
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr4	2300806
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr5	2179156
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr6	2242826
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr7	1920115
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr8	1895385
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chr9	1991464
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrM	12759
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	phage_Xp12	0
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrX	1146519
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrY	6034
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrX_GL456233_random	1106
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456360	113
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456366	151
260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8	chrUn_GL456367	604
