260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456378	228
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456379	146
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456392	13
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456393	1937
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456394	483
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456396	0
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1	1697982
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr2	1665470
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr3	1301115
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4	1390770
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5	1292117
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr6	1369735
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr7	1143430
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr8	1120000
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr9	1209443
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrM	11534
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	phage_Xp12	0
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrX	395947
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrY	132912
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrX_GL456233_random	331
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456360	38
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456366	65
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456367	145
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456368	113
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456381	555
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5_JH584297_random	361
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456382	19
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456383	1
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456385	64
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5_JH584296_random	341
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456387	1370
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	phage_T4	0
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456389	1
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5_JH584299_random	2288
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5_JH584298_random	289
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrY_JH584300_random	230
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	phage_lambda	458
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr5_GL456354_random	457
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr10	1059182
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr11	1087057
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr12	1043053
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr13	914506
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrY_JH584302_random	145
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr14	1066180
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456239	1663
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr15	935654
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr16	916427
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr17	749356
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrY_JH584301_random	349
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr18	825020
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr19	463448
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr7_GL456219_random	122
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrY_JH584303_random	218
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_GL456216_random	403
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_JH584293_random	678
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1_GL456211_random	2256
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_JH584292_random	111
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1_GL456210_random	1619
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_JH584295_random	4
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	plasmid_puc19c	149
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_JH584304	11049
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1_GL456213_random	126
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_JH584294_random	614
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1_GL456221_random	2090
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr1_GL456212_random	2061
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456370	481
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456372	179
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456359	121
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chr4_GL456350_random	489
260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2	chrUn_GL456390	0
