260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456378	291
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456379	344
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456392	29
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456393	3374
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456394	1001
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456396	16
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1	2325849
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr2	2370312
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr3	1737712
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4	1985108
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5	1948446
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr6	1924038
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr7	1702251
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr8	1611618
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr9	1776273
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrM	15032
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	phage_Xp12	0
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrX	935384
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrY	5094
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrX_GL456233_random	782
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456360	95
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456366	141
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456367	459
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456368	105
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456381	1606
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5_JH584297_random	580
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456382	79
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456383	2
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456385	118
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5_JH584296_random	582
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456387	2358
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	phage_T4	0
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456389	25
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5_JH584299_random	3263
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5_JH584298_random	496
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrY_JH584300_random	0
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	phage_lambda	508
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr5_GL456354_random	723
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr10	1424229
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr11	1662377
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr12	1490382
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr13	1312424
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrY_JH584302_random	2
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr14	1468529
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456239	2734
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr15	1320787
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr16	1191235
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr17	1134133
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrY_JH584301_random	1
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr18	1111752
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr19	683313
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr7_GL456219_random	176
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrY_JH584303_random	0
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4_GL456216_random	577
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4_JH584293_random	1069
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1_GL456211_random	3447
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4_JH584292_random	156
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1_GL456210_random	2616
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4_JH584295_random	31
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	plasmid_puc19c	132
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_JH584304	19244
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1_GL456213_random	205
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr4_JH584294_random	1147
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1_GL456221_random	3432
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chr1_GL456212_random	2955
260629_Emseq_LV_index_C2_Bap1_Math1_adult_ctrl_F2_S7	chrUn_GL456370	1042
