"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","over_represented_padj"
"GO:0086019",0.000105428942967121,0.999991590922378,6,18,"cell-cell signaling involved in cardiac conduction","BP",0.989859257424794
"GO:0005283",0.000166155181388493,0.999989438985557,5,15,"amino acid:sodium symporter activity","MF",0.989859257424794
"GO:0086006",0.000233514943111834,0.999997661720813,3,4,"voltage-gated sodium channel activity involved in cardiac muscle cell action potential","MF",0.989859257424794
"GO:0005416",0.000267432945525562,0.999980451540861,5,17,"amino acid:monoatomic cation symporter activity","MF",0.989859257424794
"GO:0005343",0.000310893566010779,0.999976178104536,5,18,"organic acid:sodium symporter activity","MF",0.989859257424794
"GO:0005332",0.000522150735129752,0.999989858364718,3,5,"gamma-aminobutyric acid:sodium:chloride symporter activity","MF",0.989859257424794
"GO:0086016",0.000522778777427568,0.999976459544194,4,8,"AV node cell action potential","BP",0.989859257424794
"GO:0086027",0.000522778777427568,0.999976459544194,4,8,"AV node cell to bundle of His cell signaling","BP",0.989859257424794
"GO:0007610",0.000535576744378884,0.999745887850266,34,460,"behavior","BP",0.989859257424794
"GO:1903522",0.000541765233115207,0.999823872663621,16,165,"regulation of blood circulation","BP",0.989859257424794
"GO:0086067",0.000691550091456653,0.999963859750585,4,9,"AV node cell to bundle of His cell communication","BP",1
"GO:0005576",0.000971124964353634,0.999472433923835,46,830,"extracellular region","CC",1
"GO:0086012",0.00123047103975764,0.999917553699987,4,11,"membrane depolarization during cardiac muscle cell action potential","BP",1
"GO:0002027",0.00147034846382272,0.99965624007635,9,70,"regulation of heart rate","BP",1
"GO:0050877",0.00149816712368071,0.999206974848409,39,603,"nervous system process","BP",1
"GO:0140161",0.00161563230361692,0.999934878772384,3,8,"monocarboxylate:sodium symporter activity","MF",1
"GO:0008016",0.00161590427441726,0.999514159943752,12,117,"regulation of heart contraction","BP",1
"GO:0086065",0.00175822738204991,0.999731324058028,6,31,"cell communication involved in cardiac conduction","BP",1
"GO:0015185",0.00176729265035306,0.99993103076286,3,7,"gamma-aminobutyric acid transmembrane transporter activity","MF",1
"GO:0086010",0.00198775206310561,0.999763068307497,5,20,"membrane depolarization during action potential","BP",1
"GO:0032501",0.0021771529709223,0.998551912284309,145,3198,"multicellular organismal process","BP",1
"GO:0004035",0.00236336008436309,0.999977380685293,2,3,"alkaline phosphatase activity","MF",1
"GO:0015734",0.00246167082303865,0.999891883675563,3,7,"taurine transmembrane transport","BP",1
"GO:0042918",0.00246167082303865,0.999891883675563,3,7,"alkanesulfonate transmembrane transport","BP",1
"GO:0015355",0.00271843040515185,0.999857346328383,3,10,"secondary active monocarboxylate transmembrane transporter activity","MF",1
"GO:0019229",0.00272387582900736,0.999367714517603,8,64,"regulation of vasoconstriction","BP",1
"GO:0086091",0.0039576395228427,0.999419149624191,5,27,"regulation of heart rate by cardiac conduction","BP",1
"GO:0030154",0.00433653110873161,0.997073801903752,104,2168,"cell differentiation","BP",1
"GO:0048869",0.00433653110873161,0.997073801903752,104,2168,"cellular developmental process","BP",1
"GO:0005248",0.00436766870280631,0.999543575755419,4,15,"voltage-gated sodium channel activity","MF",1
"GO:0007267",0.0045771916874205,0.997293264187684,46,771,"cell-cell signaling","BP",1
"GO:2000010",0.0051317610168441,0.999661570047599,3,10,"positive regulation of protein localization to cell surface","BP",1
"GO:1902869",0.00530102178654681,0.999891499966377,2,4,"regulation of amacrine cell differentiation","BP",1
"GO:0070252",0.00542362317925778,0.998587734480416,8,64,"actin-mediated cell contraction","BP",1
"GO:0048625",0.00569530500893672,0.999913984930471,2,3,"myoblast fate commitment","BP",1
"GO:0006937",0.00586987045820573,0.998149191655478,10,103,"regulation of muscle contraction","BP",1
"GO:0007600",0.00612575395934874,0.997225335722309,19,268,"sensory perception","BP",1
"GO:0015378",0.00612937991383051,0.999557562682844,3,11,"sodium:chloride symporter activity","MF",1
"GO:0005369",0.00630247491699606,0.999899626807956,2,3,"taurine:sodium symporter activity","MF",1
"GO:0021631",0.00634300054201824,0.999898641153601,2,3,"optic nerve morphogenesis","BP",1
"GO:0060047",0.00676758116333292,0.997550690162342,12,136,"heart contraction","BP",1
"GO:0015501",0.00687664649795305,0.999885351563792,2,3,"glutamate:sodium symporter activity","MF",1
"GO:0045630",0.0069823113831372,0.999835018612717,2,4,"positive regulation of T-helper 2 cell differentiation","BP",1
"GO:0001518",0.0070162259960918,0.999498216707792,3,9,"voltage-gated sodium channel complex","CC",1
"GO:0015081",0.00712399570877561,0.997855902458796,9,87,"sodium ion transmembrane transporter activity","MF",1
"GO:0086046",0.00716391895919124,0.999877963008752,2,3,"membrane depolarization during SA node cell action potential","BP",1
"GO:0061337",0.00726267068827729,0.998464315467544,6,43,"cardiac conduction","BP",1
"GO:0061003",0.00741743576753264,0.999074227228243,4,17,"positive regulation of dendritic spine morphogenesis","BP",1
"GO:1990138",0.00774161550981572,0.997305550291869,11,108,"neuron projection extension","BP",1
"GO:0045907",0.00791695056688791,0.998593311256864,5,34,"positive regulation of vasoconstriction","BP",1
"GO:0071855",0.00819031206989567,0.999300154710393,3,15,"neuropeptide receptor binding","MF",1
