ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0031346	positive regulation of cell projection organization	445	-0.37484612779492354	-1.8099801619744804	4.5159722749061964e-10	2.327080513259163e-6	2.02695850317895e-6	6146	tags=48%, list=34%, signal=33%	Map3k13/Septin9/Dpysl3/Atp8a2/Katnb1/Adcyap1/Rab8b/Obsl1/Dlg4/Lrp1/Ntrk3/Shoc2/Adnp/Vil1/Srf/Gpc2/Ntrk1/Alk/Cdkl3/Ankrd27/Clip1/Rrn3/Agt/Ccp110/Tnik/Eps8l2/Cdc42ep3/Abl2/Saxo1/Adam17/Fbxo31/Ndel1/Shtn1/Zmynd10/Actr3/Golga4/Plek2/Ngfr/Tsc2/Epha4/Neurl1a/Dnm3/Opa1/Camk1d/Snap91/Wasl/Zfyve27/Dynll1/Rac2/Plekhm1/Ptbp1/Itga6/Htt/Numbl/Myo5b/Stau2/Map2k2/Metrn/Cep135/Snx3/Nox1/Fam98a/Afdn/Avil/Mark2/Fyn/Trim67/Ptk2b/Ptk7/Cpeb1/Aqp1/Pla2g3/Grip1/L1cam/Zeb2/Anapc2/Alkal1/Iqgap1/Prkci/Ehd1/Gm14137/Camk2b/Kat2b/Hdac6/Lrp6/Ccr7/Apc/Hnrnpk/Rab11fip3/Ins2/Chodl/Dvl3/Rgma/Kat2a/Pias2/Ccdc88a/Picalm/Ntrk2/Map6/P2ry12/Fzd1/Ttbk2/Hap1/Espn/Macf1/Coro1b/Ptk6/Map2k1/Grin1/Nin/Cdc42/Nfe2l2/Fbxw8/Dnm2/Nck1/Cdc42ep4/Braf/Smurf1/Atf1/Wnt3a/Plxnb3/Cdc42ep5/Wnt3/Eps8l1/Atp7a/Src/Lif/Tenm2/Gpm6a/P2ry2/Cdc42ep1/Arap1/Trak1/Alkal2/Mark4/Ptprf/Sema4d/Hras/Dzip1/Eps8/Cdkl5/Fscn1/Tmem30a/Igf1r/Mapt/Ret/Retreg3/Pum2/Cxcl12/Stk24/Kctd17/Ddx56/Cask/Golga2/Ryk/Scarb2/Cux1/Gsk3b/Kidins220/Tenm1/Ikbkb/Nckap1/Eif2b2/Nptn/F2rl1/Rap1a/Adamts1/Rapgef2/Acsl6/Sema7a/Kdm1a/Cdc42ep2/Akap5/Rnd2/Dynlt1b/Bmp4/Abl1/Cntf/Grn/Apoe/Cx3cl1/S100a9/Khdc3/Rac1/Plk5/Vegfa/Nefl/Nf1/Mob2/Bmpr2/Rapgef1/Il6/Sphk1/Itpka/Baiap2/Wnt1/Coro1c/Neu1/Mtor/Cxcl5/Cux2/Arhgap35/Gprc5b/Crabp2/Ranbp1/Mdk/Nrxn1/Ltk/Ephb2/Auts2/Pou4f2/Dbn1/Islr2
GO:0021700	developmental maturation	403	-0.3450708982062512	-1.6535526982608217	1.8803348637680714e-6	0.004844682776498436	0.0042198672942668726	5191	tags=39%, list=28%, signal=29%	Neurl1a/Catsperz/Cntnap2/Grem1/C3/Atp6v1b1/Opa1/Pmp22/Atp6v0a4/Abhd2/Psen1/Atp6v0a1/Rac2/Rhoa/Atp6v0e2/Ppard/Farp2/Zar1l/Tdrd5/Ap1m1/B4galt5/Clstn1/Thbs3/Arhgef15/Nox1/Fzd5/C1ql1/Ptk2b/Ano6/Slfn14/Pth1r/Pla2g3/Rec8/Adgrb3/Lhx6/Adam7/Epas1/Anapc2/Camk2b/Rps6ka2/Ccdc154/Kcnb1/Hdac6/Cd63/Ptgs2/Gja1/Wdr77/Hnrnpk/Pten/Reck/Snapin/Vezt/Fgfr3/Nrcam/Rere/Actn3/Picalm/Fbxo41/H3f3a/Baiap3/Dag1/L3mbtl3/Gnaq/Grin1/Stxbp1/Tut7/Rb1/Dmc1/Runx3/Nrg2/Prkaca/Nfix/Nppc/Brd1/Maea/Sez6l/Rac3/Anks1/Sptbn4/Slc26a6/Myo5a/Sema4d/Irx5/Atp6v1a/Bhlha15/Kcnip2/Ret/Ap1g1/Ropn1l/Spink1/Rflna/Shank1/Trpc4ap/Nfatc4/Tssk3/Runx1/Akt1/Gsk3b/Gata3/Bfsp2/Sez6l2/Klf2/Kcnq2/Zbtb16/Atp6v1g3/Gsdma3/Atp6v0d1/Ddit3/Fam20c/Sema7a/Galnt3/Ghrhr/Mos/Kdm1a/Akap5/Unc13a/Actl6b/Wnt10b/Vsx1/Fem1b/Rac1/C1qa/Ihh/Vegfa/Nefl/Hoxb13/Nf1/Bcan/Nfasc/Cend1/Wnt1/Zar1/Ebp/Tyms/Mtor/Igsf21/Bnc1/Calca/Barx2/Ren1/Pou2f2/Fev/Svs3b/Sox8/Nrxn1/Rnase9/Svs3a/Krtap21-1/Foxj1/Cdk5r2/Dlgap4/Hba-x/Lyl1/Id2/Sez6/Pld6/C1ql2
GO:0071695	anatomical structure maturation	316	-0.3542515849341039	-1.6638896301507184	6.227781223034974e-6	0.009175070117393897	0.007991767489672359	5175	tags=39%, list=28%, signal=28%	Catsperz/Cntnap2/Grem1/C3/Opa1/Pmp22/Abhd2/Psen1/Rac2/Rhoa/Ppard/Farp2/Zar1l/Tdrd5/B4galt5/Thbs3/Nox1/Fzd5/C1ql1/Ptk2b/Ano6/Slfn14/Pth1r/Pla2g3/Rec8/Adgrb3/Lhx6/Adam7/Epas1/Rps6ka2/Ccdc154/Kcnb1/Hdac6/Ptgs2/Gja1/Wdr77/Reck/Fgfr3/Nrcam/Rere/Actn3/Fbxo41/H3f3a/Baiap3/Dag1/L3mbtl3/Gnaq/Grin1/Tut7/Rb1/Dmc1/Runx3/Prkaca/Nfix/Nppc/Brd1/Maea/Rac3/Anks1/Sptbn4/Slc26a6/Myo5a/Sema4d/Irx5/Bhlha15/Kcnip2/Ret/Ropn1l/Spink1/Rflna/Trpc4ap/Tssk3/Runx1/Akt1/Gsk3b/Gata3/Bfsp2/Klf2/Kcnq2/Zbtb16/Gsdma3/Ddit3/Fam20c/Galnt3/Ghrhr/Mos/Kdm1a/Akap5/Actl6b/Wnt10b/Vsx1/Fem1b/Rac1/C1qa/Ihh/Vegfa/Hoxb13/Nf1/Nfasc/Cend1/Wnt1/Zar1/Ebp/Tyms/Mtor/Bnc1/Calca/Barx2/Ren1/Pou2f2/Fev/Svs3b/Sox8/Nrxn1/Rnase9/Svs3a/Krtap21-1/Foxj1/Cdk5r2/Hba-x/Lyl1/Id2/Pld6
GO:0007015	actin filament organization	451	-0.3268246574268467	-1.5799803468275486	7.12211924501758e-6	0.009175070117393897	0.007991767489672359	4930	tags=37%, list=27%, signal=28%	Arhgef5/Swap70/Bin1/Cit/Hax1/Pak2/Lmod3/Wasl/Clasp2/Tmod3/Rac2/Rhoa/Alms1/Nf2/Cnn3/Sh3d21/Ccn2/Iqgap2/Nckap1l/Flii/Myo5b/Limch1/Arhgef15/Rictor/Cap1/Avil/Icam1/Ptk2b/Actn4/Spire2/Arpc1b/Nphs1/Tmod1/Tlr2/F11r/Coro2b/Fmn1/Ppfia1/Zeb2/Myo1b/Iqgap1/Prkci/Arhgef10l/Gm14137/Casp4/Hip1r/Rhog/Tagln3/Myo6/Scin/Prex1/Hdac6/Myo1e/Gja1/Rhou/Asap3/Aif1l/Esam/Sptbn1/Clasp1/Myh10/Grb2/Myadm/Sorbs3/Fmn2/Ccdc88a/Arhgef18/Wnt11/Fermt2/Acta1/Plekhg2/Micall2/Pik3ca/Myo1a/Espn/Ssh3/Ssh1/Ppargc1b/Coro1b/Cdc42/Arhgap12/Ezr/Fam107a/Dnm2/Rdx/Add1/Ccl26/Nck1/Carmil3/Cdc42ep4/Specc1l/Braf/Shroom1/Cdc42ep5/Sh3bp1/Src/Tmod2/Smad3/Gas2/Rac3/Shank3/Cdc42ep1/Arap1/Epha1/Myo5a/Sdc4/Msrb1/Eps8/Rapgef3/Whamm/Gmfg/Fscn1/Prkce/Mical1/Cttn/Aqp2/Gsn/Rflna/Shank1/Ghrl/Capzb/Tpm3-rs7/Actn1/Pls1/Evl/Tenm1/Nckap1/Add2/F2rl1/Enah/Rhod/Tmod4/Cul3/Cnn1/Myo1f/Tnnt2/Rhoc/Spire1/Pawr/Cdc42ep2/Coro6/Rnd2/4930544G11Rik/Abl1/Cx3cl1/Gas2l2/Capza3/Khdc3/Rac1/Rhof/Wnt4/Luzp1/Baiap2/Cryaa/Gas2l1/Kiss1r/Coro1c/Inf2/Coro7/Tjp1/Mtor/Arhgap35/Ssh2/Sirpa/Samd14/Fscn2/Dbn1/Tacstd2/Apoa1
GO:0002062	chondrocyte differentiation	125	-0.4436199597346245	-1.890366134334868	1.0345485953729703e-5	0.010662057823913832	0.009286979390884938	3570	tags=38%, list=19%, signal=30%	Scin/Acan/Smpd3/Matn1/Axin2/Wnt7a/Trip11/Loxl2/Rb1/Runx3/Slc39a14/Six2/Prkca/Nppc/Fosl2/Slc26a2/Smad3/Tgfbi/Glg1/Ccn4/Hoxa11/Rarg/Ecm1/Rflna/Osr2/Mapk14/Hspg2/Runx1/Col27a1/Zbtb16/Chadl/Col11a2/Chrdl2/Atf2/Galnt3/Pkdcc/Bmp4/Wnt10b/Ptpn11/Ihh/Bmpr2/Arid5a/Sox9/Lnpk/Mdk/Scx/Mustn1
GO:1903313	positive regulation of mRNA metabolic process	134	-0.42337681041176295	-1.8237609162353043	3.623534777031989e-5	0.01991121893699996	0.0173432824103216	6490	tags=52%, list=35%, signal=34%	Hnrnpu/Tent4a/Ythdf1/Ythdf2/Tut4/Cnot3/Rock1/Clns1a/Cnot6/Tra2a/Rock2/Noct/Zc3h12d/Eif4enif1/Ago3/Hnrnpr/Khsrp/Upf1/Lsm1/Rbmx/Parn/Hnrnpd/Pnldc1/Pan3/Elavl1/Rc3h1/Fto/Adarb1/Tardbp/Pde12/Ncl/Wdr77/Upf3b/Nanos3/Nanos1/Rc3h2/Cnot6l/Tent4b/Celf1/Gtsf1/Prmt5/Tut7/Tob1/Zc3hav1/Piwil2/Dcp2/Celf3/Nup98/Tnrc6a/Gigyf2/Mov10/Cdc73/Tnrc6c/Dcp1b/Celf4/Cnot2/Dis3l2/Tnrc6b/Zfp36/Trim71/Rbmxl1/Pum1/Prdx6b/Apobec1/Slc39a5/Cpeb3/Hspa8/Rbm3/Zfp36l2/Eif1
GO:0016079	synaptic vesicle exocytosis	124	-0.4268392500250781	-1.8204432652846738	2.8748612889592176e-5	0.01991121893699996	0.0173432824103216	3901	tags=45%, list=21%, signal=36%	Prepl/Cadps2/Slc4a8/Vamp2/Ncs1/Rap1b/Snapin/Unc13b/Sv2c/Stxbp2/Osbpl2/Wnt7a/Ppfia3/Napa/Prkcg/Npy/Septin5/P2rx2/Syt7/Stxbp1/Stx11/Otof/Cplx3/Prkaca/Prkca/Git2/Braf/Unc13c/Rph3a/Rims4/Stx2/P2ry2/Erc1/Prkcb/Stx1a/Cacnb4/Syp/Camk2a/Cask/Stxbp5/Cacna1b/Stx19/Fbxl20/Sv2a/Htr1d/Rap1a/Unc13a/Fbxo45/Doc2a/Cplx1/Cadps/Gpr151/Syt2/Cacna1e/Grik5/Syngr3
GO:0007269	neurotransmitter secretion	180	-0.38380203505340305	-1.7078209693383544	5.796007841160477e-5	0.01991121893699996	0.0173432824103216	3901	tags=39%, list=21%, signal=31%	Prepl/Cadps2/Slc4a8/Vamp2/Gpr158/Htr6/Ncs1/Rap1b/Snapin/Unc13b/Sv2c/Stxbp2/Osbpl2/Kcnc3/Ntrk2/Wnt7a/Baiap3/Ppfia3/Napa/Prkcg/Npy/Septin5/P2rx2/Syt7/Stxbp1/Stx11/Otof/Cplx3/Prkaca/Prkca/Git2/Braf/Unc13c/Rph3a/Rims4/Abcc8/Stx2/P2ry2/Erc1/Nrxn2/Prkcb/Stx1a/Cacnb4/Syp/Camk2a/Cask/Stxbp5/Cacna1b/Stx19/Fbxl20/Sv2a/Htr1d/Rap1a/Sncg/Chrna3/Hcrt/Drd4/Unc13a/Fbxo45/Doc2a/Cplx1/Nf1/Cadps/Sphk1/Gpr151/Syt2/Cacna1e/Nrxn1/Grik5/Pdzd11/Syngr3
GO:0099643	signal release from synapse	180	-0.38380203505340305	-1.7078209693383544	5.796007841160477e-5	0.01991121893699996	0.0173432824103216	3901	tags=39%, list=21%, signal=31%	Prepl/Cadps2/Slc4a8/Vamp2/Gpr158/Htr6/Ncs1/Rap1b/Snapin/Unc13b/Sv2c/Stxbp2/Osbpl2/Kcnc3/Ntrk2/Wnt7a/Baiap3/Ppfia3/Napa/Prkcg/Npy/Septin5/P2rx2/Syt7/Stxbp1/Stx11/Otof/Cplx3/Prkaca/Prkca/Git2/Braf/Unc13c/Rph3a/Rims4/Abcc8/Stx2/P2ry2/Erc1/Nrxn2/Prkcb/Stx1a/Cacnb4/Syp/Camk2a/Cask/Stxbp5/Cacna1b/Stx19/Fbxl20/Sv2a/Htr1d/Rap1a/Sncg/Chrna3/Hcrt/Drd4/Unc13a/Fbxo45/Doc2a/Cplx1/Nf1/Cadps/Sphk1/Gpr151/Syt2/Cacna1e/Nrxn1/Grik5/Pdzd11/Syngr3
GO:0046777	protein autophosphorylation	200	-0.37167907267297007	-1.6761087555745322	5.243210902459742e-5	0.01991121893699996	0.0173432824103216	5910	tags=46%, list=32%, signal=31%	Ntrk1/Alk/Camkk2/Ptprc/Map3k20/Stk16/Tnik/Atm/Map3k3/Ulk1/Wnk3/Eif2ak4/Lck/Map4k1/Smg1/Epha4/Grem1/Map3k9/Vrk1/Map3k12/Chp1/Pak2/Insr/Rap2c/Map3k11/Cdk12/Eif2ak1/Map2k2/Sik2/Egfr/Mark2/Cad/Fyn/Pdgfra/Ptk2b/Grk5/Mob1b/Pikfyve/Iqgap1/Camk2b/Ulk3/Eif2ak2/Rap2a/Oxsr1/Hipk4/Ppp2ca/Ntrk2/Sik1/Ptk6/Melk/Aatk/Prkaca/Prkca/Src/Stk4/Ern1/Irak1/Insrr/Epha1/Trim24/Lmtk2/Wnk2/Cdkl5/Igf1r/Camk2a/Stk24/Ddx3x/Ripk3/Flt3/Dyrk1a/Gsk3b/Fgfr4/Dapk1/Acvr1b/Mos/Zap70/Tnks1bp1/Ephb1/Abl1/Nlk/Pdgfa/Mink1/Vegfa/Dapk3/Ptk2/Brd4/Csf1r/Mapk15/Srms/Mtor/Jun/Ltk
