## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5.good_mapq --OUTPUT 260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jul 30 04:36:58 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
250	212	60	2	190617343	266.133418	94.684363	575721283	FR	23	47	71	95	121	149	181	221	299	395	595			
9451285	16007	9448236	2	187979194	22033326.538593	27975218.686827	9815	RF	10452347	18226233	18870449	18870643	18896473	25342753	56390137	89149309	142896179	187023465	260654339			
41594118.5	1033771	21888398.5	1033771	143475951	46235206.009259	31542476.985088	108	TANDEM	4841355	13671005	23388137	34140885	42557633	50800193	63666939	75505191	94428207	128697811	191327475			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
2	4295	6	0
3	4500	1	0
4	4843	9	0
5	5269	5	0
6	5684	0	0
7	5739	0	0
8	6127	4	0
9	6854	4	0
10	7097	1	0
11	7245	3	0
12	8012	2	0
13	8324	3	0
14	8881	1	0
15	9551	1	0
16	9859	0	0
17	10107	0	0
18	10308	0	0
19	10939	0	0
20	11214	3	0
21	11552	1	0
22	12202	0	0
23	12595	0	0
24	12888	3	0
25	13063	0	0
26	13592	2	0
27	13846	1	0
28	14863	0	0
29	14801	3	0
30	15542	0	0
31	15661	0	0
32	15831	0	0
33	16177	0	0
34	16849	0	0
35	17063	1	0
36	17358	1	0
37	17713	0	0
38	7464	6	0
39	6433	0	0
40	6227	0	0
41	6472	15	0
42	7360	0	0
43	7740	0	0
44	8043	3	0
45	8530	1	0
46	9242	0	0
47	9765	6	0
48	10375	1	0
49	11284	0	0
50	11490	5	0
51	12191	0	0
52	12800	0	0
53	13486	2	0
54	14293	0	0
55	14571	0	0
56	15404	0	0
57	15709	0	0
58	16888	0	0
59	17494	0	0
60	17574	7	0
61	18143	1	0
62	18138	0	0
63	18865	0	0
64	19258	6	0
65	20250	5	0
66	20520	3	0
67	21309	0	0
68	22140	0	0
69	23264	1	0
70	24130	0	0
71	25001	0	0
72	25626	3	0
73	27293	2	0
74	27794	0	0
75	31404	1	0
76	33192	6	0
77	33824	0	0
78	35942	0	0
79	37854	2	0
80	42063	2	0
81	43176	1	0
82	45293	0	0
83	48351	1	0
84	51236	0	0
85	54525	0	0
86	58361	4	0
87	62378	1	0
88	67482	0	0
89	71345	2	0
90	77470	0	0
91	83353	1	0
92	89454	0	0
93	95990	0	0
94	103328	3	0
95	112399	0	0
96	121406	0	0
97	131518	0	0
98	140899	0	0
99	152097	0	0
100	163724	1	0
101	176198	0	0
102	190766	2	0
103	206336	0	0
104	221146	0	0
105	234411	1	0
106	250150	0	0
107	265731	0	0
108	282661	0	0
109	299422	0	0
110	317811	0	0
111	335589	1	0
112	355471	0	0
113	376740	1	0
114	397118	0	0
115	419083	0	0
116	441362	0	0
117	464330	0	0
118	487987	0	0
119	512886	0	0
120	540572	0	0
121	566506	0	0
122	595293	1	0
123	622814	3	0
