## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2.good_mapq --OUTPUT 260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jul 29 16:39:44 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
237	205	57	2	178131343	251.935144	91.505956	488263349	FR	23	45	67	91	115	143	175	215	289	381	575			
15062510	16039	15046577	2	183345055	29681936.008242	35754909.101037	11187	RF	10753551	21780423	29874523	30092931	30093155	30124325	55318243	90712183	137643587	182610735	245686351			
39388208.5	96804	28595484	96804	162098135	50591191.084906	40777399.757453	106	TANDEM	9327315	25376693	36767483	49104183	57158403	66851217	76835373	98839361	138931155	173184193	221388619			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
2	4075	3	0
3	4390	2	0
4	4458	1	0
5	5021	2	0
6	5356	1	0
7	5439	2	0
8	6107	0	0
9	6216	0	0
10	6483	3	0
11	6772	1	0
12	7045	3	0
13	7428	0	0
14	7972	4	0
15	8068	1	0
16	8028	3	0
17	8559	1	0
18	8741	0	0
19	8914	0	0
20	8989	1	0
21	9587	0	0
22	10230	0	0
23	10369	1	0
24	10497	0	0
25	10776	1	0
26	11149	0	0
27	11691	0	0
28	11956	3	0
29	12473	1	0
30	12886	1	0
31	13189	0	0
32	13420	1	0
33	13670	1	0
34	13744	4	0
35	14091	0	0
36	14508	4	0
37	15212	0	0
38	5948	0	0
39	5298	0	0
40	5268	0	0
41	5591	1	0
42	6102	0	0
43	6935	0	0
44	7062	0	0
45	8153	0	0
46	8779	2	0
47	9488	3	0
48	10070	1	0
49	10620	0	0
50	10881	3	0
51	11578	3	0
52	11972	0	0
53	12434	3	0
54	13024	1	0
55	13641	3	0
56	13215	0	0
57	13902	1	0
58	15083	2	0
59	15747	1	0
60	16453	0	0
61	16914	4	0
62	17633	0	0
63	18687	0	0
64	19630	0	0
65	20500	1	0
66	21907	0	0
67	23569	1	0
68	25426	0	0
69	27321	0	0
70	29603	0	0
71	31960	1	0
72	34346	2	0
73	37646	1	0
74	40508	3	0
75	46228	0	0
76	49717	6	0
77	54344	2	0
78	58634	0	0
79	63837	0	0
80	71597	4	0
81	75850	0	0
82	83053	0	0
83	90421	1	0
84	96701	5	0
85	104355	1	0
86	113902	0	0
87	123620	0	0
88	134506	0	0
89	146072	3	0
90	156686	0	0
91	168488	0	0
92	181680	1	0
93	194648	0	0
94	209237	0	0
95	221634	0	0
96	235589	0	0
97	250742	0	0
98	265896	1	0
99	280931	0	0
100	298205	0	0
101	314656	0	0
102	332490	0	0
103	348398	2	0
104	366794	1	0
105	386068	1	0
106	404102	0	0
107	426108	0	0
108	446266	0	0
109	467359	2	0
110	489646	0	0
111	510168	0	0
112	535828	0	0
113	556528	0	0
114	580199	0	0
115	604722	0	0
116	629707	0	0
117	654966	1	0
118	677886	0	0
119	705664	0	0
120	733574	0	0
121	761952	0	0
122	788336	0	0
123	818198	1	0
124	846524	0	0
125	876691	3	0
126	905583	1	0
127	933442	0	0
128	964419	0	0
129	995125	0	0
130	1024224	0	0
131	1053907	2	0
132	1087170	0	0
133	1118892	0	0
134	1146272	0	0
135	1177769	1	0
136	1208802	2	0
137	1238402	0	0
138	1271411	0	0
139	1303315	3	0
140	1335354	0	0
141	1367275	2	0
142	1397294	0	0
143	1432661	2	0
144	1462237	0	0
145	1496356	0	0
146	1522592	0	0
147	1553305	0	0
148	1584612	0	0
149	1613442	0	0
150	1646787	0	0
151	1675570	0	0
152	1701326	0	0
153	1725999	0	0
154	1748994	0	0
155	1778205	0	0
156	1801262	0	0
157	1822360	0	0
158	1845530	0	0
159	1870007	0	0
160	1891851	0	0
161	1916507	0	0
162	1939374	1	0
163	1962396	0	0
164	1980364	0	0
165	2002560	0	0
166	2022098	0	0
167	2044148	0	0
168	2062444	0	0
169	2085992	1	0
170	2101212	0	0
171	2117999	4	0
172	2141128	1	0
173	2157844	6	0
174	2176305	0	0
175	2194542	1	0
176	2208971	0	0
177	2226013	1	0
178	2238785	0	0
179	2254293	0	0
180	2267869	2	0
181	2284196	0	0
182	2294875	0	0
183	2307504	0	0
184	2317662	1	0
185	2331243	0	0
186	2340514	3	0
187	2351027	1	0
188	2361014	0	0
189	2369244	1	0
190	2375350	0	0
191	2384194	1	0
192	2389859	0	0
193	2397078	0	0
194	2403815	0	0
195	2408398	1	0
196	2410555	0	0
197	2416002	0	0
198	2419050	1	0
199	2426141	1	0
200	2423525	0	0
201	2426733	0	0
202	2429171	0	0
203	2430225	0	0
204	2431046	0	0
205	2431074	0	0
206	2430190	2	0
207	2427778	0	0
208	2428372	0	0
209	2426558	0	0
210	2426358	0	0
211	2423711	1	0
212	2420057	0	0
213	2418094	0	0
214	2412512	0	0
215	2411232	0	0
216	2405920	1	0
217	2402688	0	0
218	2400703	1	0
219	2394648	0	0
220	2387081	0	0
221	2380060	0	0
222	2377544	0	0
223	2371122	0	0
224	2363995	0	0
225	2352987	0	0
226	2348360	0	0
227	2340536	1	0
228	2335220	0	0
229	2325955	0	0
230	2322398	0	0
231	2313249	0	0
232	2308679	0	0
233	2297056	0	0
234	2289012	0	0
235	2274413	0	0
236	2254317	0	0
237	2247489	1	0
238	2239383	0	0
239	2232023	0	0
240	2219373	1	0
241	2206125	5	0
242	2196899	1	0
