## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6.good_mapq --OUTPUT 260629_Emseq_LV_index_B2_Bap1_Math1_adult_mut_M2_S6.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jul 30 04:31:26 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
204	174	46	2	184591767	219.634084	77.990546	1444603756	FR	19	37	55	73	93	115	141	177	251	339	511			
17389269	16064	17373284	2	184703187	31214010.060568	36733891.763557	18921	RF	11293581	22400855	31834333	34746323	34746569	34777625	52301397	89136579	138089663	180072671	245504621			
40485593.5	108853787	26184653.5	363778	184094083	47796984.1875	36555124.033107	336	TANDEM	11356819	25343459	36260357	44680089	52292097	62831805	69612639	78557119	119569003	148075653	203562083			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
2	11671	3	0
3	12289	4	0
4	13259	8	0
5	13871	6	0
6	14786	10	0
7	15450	8	0
8	16664	3	0
9	17808	2	0
10	18858	7	0
11	19842	6	0
12	21044	2	0
13	21861	4	0
14	23463	5	0
15	24833	2	0
16	24538	1	0
17	25841	1	0
18	26485	4	0
19	27443	1	0
20	28823	0	0
21	29280	1	0
22	30677	0	0
23	31392	2	0
24	32502	1	0
25	33535	0	0
26	34959	9	0
27	35558	6	0
28	37178	2	0
29	38195	1	0
30	39256	1	0
31	39762	1	0
32	40966	0	0
33	41046	2	0
34	42530	0	0
35	43609	1	0
36	44206	2	0
37	44303	2	0
38	17975	3	0
39	15428	5	0
40	15720	1	0
41	16389	2	0
42	17923	0	0
43	19626	3	0
44	21619	1	0
45	23591	6	0
46	25307	3	0
47	27131	0	0
48	29361	1	0
49	31834	4	0
50	32457	3	0
51	34855	2	0
52	35730	2	0
53	37160	1	0
54	39281	3	0
55	40055	7	0
56	41383	0	0
57	42957	2	0
58	47405	2	0
59	50022	3	0
60	52847	9	0
61	54754	6	0
62	56518	1	0
63	62090	1	0
64	64762	5	0
65	69197	3	0
66	73362	1	0
67	80293	1	0
68	86481	3	0
69	91482	2	0
70	100435	1	0
71	108066	3	0
72	117404	3	0
73	126956	0	0
74	138862	3	0
75	154700	3	0
76	166443	4	0
77	182783	1	0
78	199176	2	0
79	219315	0	0
80	243106	1	0
81	264509	4	0
82	291374	2	0
83	319814	2	0
84	350947	4	0
85	386573	1	0
86	422058	1	0
87	459284	0	0
88	502338	2	0
89	547544	0	0
90	597066	1	0
91	648883	0	0
92	703953	3	0
93	764644	0	0
94	826930	1	0
95	890961	2	0
96	964270	0	0
97	1036411	0	0
98	1117853	1	0
99	1197148	0	0
100	1285947	0	0
101	1375450	2	0
102	1470266	0	0
103	1568712	1	0
104	1671501	0	0
105	1781201	0	0
106	1891512	0	0
107	2003890	8	0
108	2116947	0	0
109	2243501	1	0
110	2362396	2	0
111	2490601	0	0
112	2619781	1	0
113	2755023	0	0
114	2890188	0	0
115	3027900	0	0
116	3165637	1	0
117	3309872	1	0
118	3456131	2	0
119	3604432	2	0
120	3751602	0	0
121	3904805	2	0
122	4058314	1	0
123	4216344	0	0
124	4367563	3	0
125	4519900	1	0
126	4683601	0	0
127	4838718	1	0
128	4994254	0	0
129	5145431	2	0
130	5304550	0	0
131	5455373	2	0
132	5614994	0	0
133	5775253	1	0
134	5928869	0	0
135	6091188	1	0
136	6242136	0	0
137	6399533	0	0
138	6544158	0	0
139	6681893	0	0
140	6827865	3	0
141	6964847	0	0
142	7104658	1	0
143	7240044	1	0
144	7372775	0	0
145	7499269	0	0
146	7622818	0	0
147	7744640	2	0
148	7862749	1	0
149	7973119	0	0
150	8074018	1	0
151	8188202	1	0
152	8281955	0	0
153	8361930	1	0
154	8438328	0	0
155	8510949	0	0
156	8571173	0	0
157	8639590	0	0
158	8703834	1	0
159	8769921	0	0
160	8824907	0	0
161	8873392	2	0
162	8926825	0	0
163	8972096	2	0
164	9015855	0	0
165	9047748	1	0
166	9082805	0	0
167	9101649	0	0
168	9127434	1	0
169	9146804	6	0
170	9160469	0	0
171	9174871	1	0
172	9185461	2	0
173	9184482	0	0
174	9196705	1	0
175	9186903	2	0
176	9192504	0	0
177	9181885	5	0
178	9167496	2	0
179	9156521	1	0
180	9136721	0	0
181	9109200	8	0
182	9098244	0	0
183	9064092	0	0
184	9037368	6	0
185	9010618	0	0
186	8973644	0	0
187	8945693	3	0
188	8908212	1	0
189	8868966	0	0
190	8829163	3	0
191	8780830	2	0
192	8738964	1	0
193	8696231	3	0
194	8649071	0	0
195	8591840	0	0
196	8547335	0	0
197	8494301	1	0
198	8443204	1	0
199	8391631	3	0
200	8334709	2	0
201	8285890	3	0
202	8225161	1	0
203	8162511	3	0
204	8109804	0	0
205	8050197	0	0
206	7992855	1	0
207	7929677	0	0
208	7865882	0	0
209	7814173	0	0
210	7744427	0	0
211	7694928	0	0
212	7634731	0	0
213	7572225	0	0
214	7510095	0	0
215	7445204	1	0
216	7386509	0	0
217	7330463	3	0
218	7269160	2	0
219	7213132	1	0
220	7142817	0	0
221	7085778	3	0
222	7025212	0	0
223	6960166	8	0
224	6889705	5	0
225	6838130	0	0
226	6771287	0	0
227	6718397	0	0
228	6660999	0	0
229	6592705	5	0
230	6535825	1	0
231	6486166	2	0
232	6417214	0	0
233	6357865	6	0
234	6304980	2	0
235	6231927	1	0
236	6138863	0	0
237	6083584	0	0
238	6024648	0	0
239	5975240	1	0
240	5906322	1	0
241	5852859	2	0
242	5789109	8	0
243	5731453	1	0
244	5669683	3	0
245	5615372	5	0
246	5560447	2	0
247	5496572	1	0
248	5438465	0	0
249	5388433	1	0
250	5319584	0	0
251	5266358	1	0
252	5214068	2	0
253	5149858	7	0
254	5100850	4	0
255	5033659	0	0
256	4976700	1	0
257	4928904	3	0
258	4866830	0	0
259	4811103	0	0
260	4760068	1	0
261	4709271	1	0
262	4654356	3	0
263	4594592	0	0
264	4541512	0	0
265	4493665	0	0
266	4436965	1	0
267	4384346	0	0
268	4342307	0	0
269	4291404	4	0
270	4233442	0	0
271	4183110	2	0
272	4076807	0	0
273	4019945	0	0
274	3968820	3	0
275	3927648	2	0
276	3881749	1	0
277	3836867	4	0
278	3788524	0	0
279	3750340	0	0
280	3702258	0	0
281	3663693	0	0
282	3620268	0	0
283	3581213	0	0
284	3539016	0	0
285	3493528	0	0
286	3460407	5	0
287	3416467	0	0
288	3373593	0	0
289	3338876	1	0
290	3302443	2	0
291	3253891	3	0
292	3220934	1	0
293	3181209	3	0
294	3145882	0	0
295	3107408	1	0
296	3076472	1	0
297	3035551	1	0
298	2997449	0	0
299	2965923	2	0
300	2923130	2	0
301	2890757	3	0
302	2858994	2	0
303	2825774	5	0
304	2790620	3	0
305	2758561	1	0
306	2723898	0	0
307	2693477	0	0
308	2662051	3	0
309	2631394	0	0
310	2595976	1	0
311	2567492	1	0
312	2536224	0	0
313	2500777	0	0
314	2476074	1	0
315	2444515	0	0
316	2414004	0	0
317	2384531	1	0
318	2359650	1	0
319	2327868	2	0
320	2297734	6	0
321	2271017	0	0
322	2244078	1	0
323	2216491	0	0
324	2189856	4	0
325	2165612	2	0
326	2143678	3	0
327	2118796	0	0
328	2084385	1	0
329	2063368	1	0
330	2035952	0	0
331	2011688	2	0
332	1987832	3	0
333	1963478	0	0
334	1942243	1	0
335	1917842	1	0
336	1892203	5	0
337	1867433	0	0
338	1848026	3	0
339	1820491	0	0
340	1801694	7	0
341	1780666	1	0
342	1758483	0	0
343	1736877	0	0
344	1716664	2	0
345	1691461	0	0
346	1673638	0	0
347	1643076	4	0
348	1633446	4	0
349	1611717	1	0
350	1586100	3	0
351	1568199	0	0
352	1551453	1	0
353	1528178	5	0
354	1509865	0	0
355	1491017	0	0
356	1471272	1	0
357	1456184	0	0
358	1435341	2	0
359	1419175	0	0
360	1397725	0	0
361	1382620	0	0
362	1361299	1	0
363	1342772	2	0
364	1327046	0	0
365	1309791	0	0
366	1294315	2	0
367	1274159	2	0
368	1262528	0	0
369	1242956	1	0
370	1224523	0	0
371	1211279	1	0
372	1192828	1	0
373	1173770	1	0
374	1161964	2	0
375	1144106	3	0
376	1131768	0	0
377	1121023	1	0
378	1098991	2	0
379	1084056	0	0
380	1066159	5	0
381	1057447	2	0
382	1037145	1	0
383	1026673	4	0
384	1007439	3	0
385	999063	4	0
386	983161	2	0
387	966753	0	0
388	954809	3	0
389	942924	1	0
390	930062	3	0
391	915145	0	0
392	901712	1	0
393	889223	1	0
394	877317	0	0
395	859720	2	0
396	852649	0	0
397	837929	0	0
398	824972	0	0
399	812471	0	0
400	803437	1	0
401	788458	2	0
402	780077	1	0
403	764515	3	0
404	751989	5	0
405	742775	0	0
406	732142	0	0
407	720436	2	0
408	708397	2	0
409	699962	3	0
410	687846	0	0
411	677477	0	0
412	663211	2	0
413	657715	4	0
414	641633	4	0
415	634267	0	0
416	621482	1	0
417	614783	2	0
418	602449	0	0
419	593620	1	0
420	585559	0	0
421	573913	2	0
422	565705	0	0
423	557952	4	0
424	547098	3	0
425	537289	1	0
426	530793	2	0
427	518897	0	0
428	513755	1	0
429	502517	4	0
430	495398	0	0
431	485509	0	0
432	478748	1	0
433	468154	1	0
434	462416	2	0
435	455519	0	0
436	447141	5	0
437	438983	3	0
438	431455	0	0
439	425205	3	0
440	416992	1	0
441	411586	1	0
442	402129	1	0
443	396317	0	0
444	389370	1	0
445	381153	2	0
446	375573	1	0
447	367055	1	0
448	362370	1	0
449	356959	1	0
450	350456	0	0
451	341923	1	0
452	338082	0	0
453	329912	1	0
454	322852	1	0
455	319207	0	0
456	313795	1	0
457	305936	1	0
458	301837	0	0
459	297839	1	0
460	290891	0	0
461	285700	1	0
462	279483	1	0
463	278006	4	0
464	271105	0	0
465	265211	6	0
466	259913	0	0
467	255625	0	0
468	249699	0	0
469	246227	0	0
470	240767	2	0
471	233463	2	0
472	230944	0	0
473	228718	3	0
474	226076	0	0
475	219015	0	0
476	216941	2	0
477	213565	0	0
478	210353	0	0
479	205795	1	0
480	203547	0	0
481	198056	3	0
482	194160	1	0
483	190360	1	0
484	187840	3	0
485	184054	2	0
486	180141	1	0
487	172275	0	0
488	169706	0	0
489	165550	0	0
490	162848	4	0
491	159645	0	0
492	155846	0	0
493	153484	2	0
494	149799	1	0
495	146840	0	0
496	144250	1	0
497	141310	0	0
498	138274	0	0
499	135448	0	0
500	132435	1	0
501	130351	0	0
502	127275	0	0
503	124367	0	0
504	123281	0	0
505	120252	0	0
506	117564	0	0
507	115780	0	0
508	112622	0	0
509	110082	0	0
510	107684	1	0
511	107188	0	0
512	104392	0	0
513	101928	0	0
514	98259	2	0
515	97271	0	0
516	96013	0	0
517	93496	0	0
518	90755	1	0
519	88539	2	0
520	87157	0	0
521	84743	0	0
522	83385	3	0
523	80449	0	0
524	78193	0	0
525	75132	0	0
526	75479	0	0
527	72814	3	0
528	70163	0	0
529	69663	0	0
530	69178	0	0
531	66140	0	0
532	64330	0	0
533	64592	0	0
534	62512	0	0
535	60971	1	0
536	58933	0	0
537	59110	0	0
538	58330	0	0
539	56002	0	0
540	54680	0	0
541	52877	5	0
542	52972	0	0
543	50845	0	0
544	49689	2	0
545	48656	0	0
546	47551	5	0
547	46507	2	0
548	45600	0	0
549	44231	0	0
550	43427	0	0
551	42880	1	0
552	41492	0	0
553	41254	0	0
554	39640	0	0
555	39397	0	0
556	38651	0	0
557	37586	0	0
558	36251	1	0
559	35809	0	0
560	35000	0	0
561	33839	0	0
562	33445	0	0
563	32648	0	0
564	31604	0	0
565	31544	0	0
566	30934	1	0
567	29024	0	0
568	29286	1	0
569	27123	0	0
570	27998	3	0
571	26598	0	0
572	26152	0	0
573	25387	0	0
574	24857	0	0
575	24220	2	0
576	23762	0	0
577	23261	0	0
578	23197	0	0
579	21812	0	0
580	22061	0	0
581	21482	3	0
582	20691	0	0
583	20011	0	0
584	19909	1	0
585	19242	0	0
586	18403	0	0
587	17995	4	0
588	17384	1	0
589	17097	0	0
590	16999	1	0
591	16405	1	0
592	15435	0	0
593	15759	0	0
594	15764	0	0
595	14694	0	0
596	14914	0	0
597	14441	1	0
598	13749	0	0
599	13758	0	0
600	13230	0	0
601	13125	1	0
602	13682	0	0
603	12477	0	0
604	12121	0	0
605	11980	0	0
606	12080	0	0
607	11854	0	0
608	11811	0	0
609	10789	1	0
610	10863	5	0
611	10545	0	0
612	10163	0	0
613	10376	0	0
614	10031	0	0
615	10178	1	0
616	9466	0	0
617	9327	1	0
618	9318	1	0
619	9194	0	0
620	8933	0	0
621	8505	1	0
622	8782	0	0
623	8399	1	0
624	8655	0	0
625	8171	0	0
626	7698	0	0
627	8200	5	0
628	7630	0	0
629	7373	0	0
630	7543	2	0
631	7712	2	0
632	6857	0	0
633	6885	0	0
634	6978	0	0
635	6479	1	0
636	6234	0	0
637	6442	1	0
638	6149	0	0
639	6197	1	0
640	5840	0	0
641	5967	0	0
642	6079	0	0
643	5747	1	0
644	5399	0	0
645	5376	0	0
646	5192	0	0
647	5139	0	0
648	5092	0	0
649	4909	0	0
650	5080	0	0
651	4666	0	0
652	4622	0	0
653	4571	0	0
654	4471	0	0
655	4436	0	0
656	4365	0	0
657	3941	0	0
658	4070	2	0
659	4201	1	0
660	4005	0	0
661	3981	1	0
662	3865	0	0
663	3851	1	0
664	3692	1	0
665	0	1	0
689	0	1	0
722	0	3	0
729	0	2	0
731	0	1	0
738	0	3	0
753	0	1	0
756	0	2	0
759	0	2	0
761	0	2	0
763	0	3	0
769	0	1	0
772	0	2	0
778	0	1	0
784	0	1	0
785	0	1	0
791	0	3	0
792	0	1	0
796	0	3	0
801	0	1	0
804	0	1	0
814	0	1	0
815	0	3	0
824	0	2	0
827	0	1	0
829	0	1	0
834	0	2	0
838	0	3	0
881	0	1	0
887	0	1	0
897	0	3	0
903	0	3	0
908	0	3	0
913	0	3	0
916	0	1	0
917	0	2	0
923	0	1	0
932	0	1	0
935	0	1	0
944	0	1	0
949	0	4	0
952	0	2	0
979	0	2	0
992	0	3	0
1007	0	1	0
1010	0	2	0
1020	0	4	0
1023	0	1	0
1025	0	1	0
1031	0	3	0
1034	0	1	0
1037	0	1	0
1045	0	2	0
1046	0	1	0
1047	0	3	0
1053	0	1	0
1055	0	3	0
1058	0	1	0
1061	0	3	0
