gene_name	ctrl_aging_up	mut_aging_up	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up
Bora	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Borcs5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Borcs6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Borcs7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Borcs8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpgm	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bphl	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bpi	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Bpifa1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifa2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifa3	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bpifa5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifa6	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Bpifb1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifb2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifb3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifb4	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Bpifb5	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Bpifb6	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bpifb9a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifb9b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpifc	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bpnt1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bpnt2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bptf	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Braf	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brap	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brat1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brca1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brca2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brcc3dc	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Brd1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Brd2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brd3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd3os	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd8dc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brd9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brdt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brf1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brf2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bri3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bri3bp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bricd5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brinp1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Brinp2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Brinp3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Brip1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brix1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brk1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brme1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brms1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brms1l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brox	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Brpf1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brpf3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Brs3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brsk1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Brsk2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Brwd1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bscl2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bsdc1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bsg	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bsn	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Bsnd	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bsph1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bspry	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bst1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bst2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bsx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btaf1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btbd10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd19	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btbd35f18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd35f23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd35f7	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Btbd6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Btbd7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btbd8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btbd9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btc	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btf3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btf3l4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btg1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btg1b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Btg1c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btg2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Btg3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Btg4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Btk	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btla	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Btn1a1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btn2a2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Btnl1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl5-ps	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl9	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Btrc	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bub1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bub1b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Bub3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bud13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bud23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bud31	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bves	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bvht	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bysl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Bzw1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Bzw2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C030005K06Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C030007H22Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C030013C21Rik	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
C030013G03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C030018K13Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C030029H02Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C030034I22Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C030034L19Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C030037D09Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130021I20Rik	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C130026L21Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C130036L24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130050O18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130060C02Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130073F10Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130074G19Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C130080G10Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C130083M11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C1d	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
C1galt1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C1galt1c1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C1qa	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qb	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C1qbp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qc	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1ql1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1ql2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1ql3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C1ql4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qtnf1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qtnf12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qtnf2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C1qtnf3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C1qtnf4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1qtnf6	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C1qtnf7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C1qtnf9	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C1ra	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1rb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1rl	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1s1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1s2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C230014O12Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C230024C17Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C230029F24Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C230035I16Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C230037L18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C230072F16Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C230079O03Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C2cd2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd4a	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C2cd4b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd4c	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd4d	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C2cd6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C330004P14Rik	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C330011F03Rik	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
C330018A13Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C330018D20Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C330024C12Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C330024D21Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C3ar1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C430002N11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C430042M11Rik	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C4a	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C4b	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C4bp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C4bp-ps1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C530044C16Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C5ar1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C5ar2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C6	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C630028M04Rik	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C630031E19Rik	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C730002L08Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C730014E05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C730027H18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C730036E19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C77080	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C86187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C87198	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C87436	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C8a	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
C8b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
C8g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C920006O11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C920009B18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C9orf72	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CK137956	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Caap1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cab39	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cab39l	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cabcoco1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cabin1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cables1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cables2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cabp1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cabp2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cabp4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cabp5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cabp7	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Cabs1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cabyr	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cacfd1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cachd1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Cacna1a	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cacna1b	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cacna1c	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna1d	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna1e	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna1f	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacna1g	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Cacna1h	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacna1i	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna1s	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna2d1	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Cacna2d2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna2d3	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacna2d4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacnb1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacnb2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacnb3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacnb4	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Cacng1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacng2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Cacng3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cacng4	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacng5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cacng6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacng7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cacng8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cactin	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Cacul1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cacybp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cad	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Cadm1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cadm2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cadm3	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cadm4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cadps	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Cadps2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Cage1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Calb1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Calb2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Calca	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calcb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calcoco1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Calcoco2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calcr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calcrl	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cald1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Calhm1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calhm2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calhm4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calhm5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calhm6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calm1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Calm2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Calm3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calm4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calm5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calml3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Caln1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Calr	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calr3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Calr4	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Calu	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Caly	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camk1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Camk1d	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Camk1g	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Camk2a	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Camk2b	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Camk2d	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Camk2g	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camk2n1	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Camk2n2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camk4	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Camkk1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camkk2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Camkmt	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Camkv	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Caml	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camp	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camsap1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Camsap2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Camsap3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Camta1	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Camta2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cand1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Cand2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Cant1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Canx	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cap1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cap2	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Capg	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Capn1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn13	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Capn15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn2	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Capn3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Capn5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Capn6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capn8	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Capn9	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Capns1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Capns2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
