false_positive_rate	true_positive_rate	threshold
0	0	Inf
0.000823723228995044	0	0.838485025857603
0.00164744645799009	0	0.791231256183852
0.00247116968698513	0	0.763646403388659
0.00247116968698513	0.00662251655629139	0.746437877422701
0.00329489291598029	0.00662251655629139	0.725296493285084
0.00329489291598029	0.0132450331125828	0.699763602633047
0.00329489291598029	0.0198675496688742	0.677296866939441
0.00411861614497533	0.0198675496688742	0.650521766904023
0.00411861614497533	0.0264900662251656	0.60299355553252
0.00494233937397037	0.0264900662251656	0.578781310548836
0.00494233937397037	0.033112582781457	0.575909248748586
0.00576606260296542	0.033112582781457	0.573896874232044
0.00576606260296542	0.0397350993377483	0.565309874465739
0.00576606260296542	0.0463576158940397	0.550651398208538
0.00658978583196046	0.0463576158940397	0.529619182321097
0.0074135090609555	0.0463576158940397	0.514363931294991
0.00823723228995055	0.0463576158940397	0.507071328874541
0.00823723228995055	0.0529801324503311	0.500205758226469
0.00823723228995055	0.0596026490066225	0.497960646811411
0.00906095551894559	0.0596026490066225	0.494757983159493
0.00988467874794074	0.0596026490066225	0.487072339489243
0.0107084019769358	0.0596026490066225	0.476497248412481
0.0115321252059308	0.0596026490066225	0.472625569368742
0.0115321252059308	0.0662251655629139	0.466704137037568
0.0115321252059308	0.0728476821192053	0.456569456866526
0.0123558484349259	0.0728476821192053	0.451235805316273
0.0123558484349259	0.0794701986754967	0.449099943278714
0.0123558484349259	0.0860927152317881	0.44293373608844
0.0131795716639209	0.0860927152317881	0.435666400921048
0.014003294892916	0.0860927152317881	0.433212534290087
0.014827018121911	0.0860927152317881	0.432707194969922
0.0156507413509061	0.0860927152317881	0.429564586239102
0.0156507413509061	0.0927152317880795	0.425957099810476
0.0156507413509061	0.0993377483443709	0.425187464004302
0.0164744645799012	0.0993377483443709	0.418780723933466
0.0172981878088962	0.0993377483443709	0.408524062461301
0.0172981878088962	0.105960264900662	0.404480473997616
0.0181219110378913	0.105960264900662	0.401365953862953
0.0189456342668863	0.105960264900662	0.397456795847066
0.0197693574958814	0.105960264900662	0.389153037287297
0.0205930807248764	0.105960264900662	0.380343880395668
0.0214168039538715	0.105960264900662	0.376606253083966
0.0214168039538715	0.112582781456954	0.370609879408946
0.0214168039538715	0.119205298013245	0.366514215945655
0.0222405271828665	0.119205298013245	0.365479312447169
0.0222405271828665	0.125827814569536	0.359850251806692
0.0230642504118617	0.125827814569536	0.354054241583279
0.0238879736408567	0.125827814569536	0.349187386617897
0.0247116968698518	0.125827814569536	0.345045240847522
0.0255354200988468	0.125827814569536	0.34280708150868
0.0263591433278418	0.125827814569536	0.340022359419841
0.0271828665568369	0.125827814569536	0.339175886838204
0.0271828665568369	0.132450331125828	0.336936211010117
0.0271828665568369	0.139072847682119	0.334919206054041
0.0271828665568369	0.145695364238411	0.334797456153004
0.0280065897858319	0.145695364238411	0.33439891521748
0.028830313014827	0.145695364238411	0.333896677162643
0.0296540362438221	0.145695364238411	0.332966221320209
0.0296540362438221	0.152317880794702	0.331671625351739
0.0296540362438221	0.158940397350993	0.331029345106415
0.0304777594728172	0.158940397350993	0.329830456807459
0.0313014827018122	0.158940397350993	0.327884789045504
0.0313014827018122	0.165562913907285	0.326921227692008
0.0321252059308073	0.165562913907285	0.326656796933219
0.0321252059308073	0.172185430463576	0.325311459476719
0.0329489291598023	0.172185430463576	0.321000842371951
0.0337726523887973	0.172185430463576	0.316534924842582
0.0337726523887973	0.178807947019868	0.314328496803839
0.0345963756177924	0.178807947019868	0.310540616496708
0.0354200988467874	0.178807947019868	0.306053729017658
0.0362438220757826	0.178807947019868	0.302739125263972
0.0370675453047776	0.178807947019868	0.299416833896457
0.0378912685337727	0.178807947019868	0.29629547545347
0.0378912685337727	0.185430463576159	0.291509011099863
0.0387149917627677	0.185430463576159	0.287074150614052
0.0395387149917628	0.185430463576159	0.285293227551776
0.0403624382207578	0.185430463576159	0.284648172622099
